,clean_machine,process_number,label,time_frame,filename,vibration_data
M02_OP10_good_Aug_2019_M02_Aug_2019_OP10_007,M02,OP10,good,Aug_2019,M02_Aug_2019_OP10_007.h5,"[[ 2.860e+02 -9.000e+00 -1.036e+03]
 [ 3.020e+02  1.900e+01 -1.040e+03]
 [ 2.900e+02  2.300e+01 -1.024e+03]
 ...
 [ 1.100e+01  1.900e+01 -1.030e+03]
 [ 1.300e+01 -1.000e+00 -1.026e+03]
 [ 1.000e+00  2.900e+01 -1.036e+03]]"
M02_OP10_good_Aug_2019_M02_Aug_2019_OP10_008,M02,OP10,good,Aug_2019,M02_Aug_2019_OP10_008.h5,"[[   21.    -5. -1032.]
 [    3.    25. -1038.]
 [   11.     9. -1026.]
 ...
 [   11.     3. -1026.]
 [    9.     3. -1030.]
 [    0.    29. -1030.]]"
M02_OP10_good_Aug_2019_M02_Aug_2019_OP10_009,M02,OP10,good,Aug_2019,M02_Aug_2019_OP10_009.h5,"[[ 1.000e+00  2.900e+01 -1.030e+03]
 [ 1.100e+01 -3.000e+00 -1.034e+03]
 [ 9.000e+00  2.300e+01 -1.036e+03]
 ...
 [ 7.000e+00  2.900e+01 -1.034e+03]
 [ 9.000e+00 -1.000e+00 -1.034e+03]
 [ 3.000e+00  2.300e+01 -1.038e+03]]"
M02_OP10_good_Aug_2019_M02_Aug_2019_OP10_010,M02,OP10,good,Aug_2019,M02_Aug_2019_OP10_010.h5,"[[    5.     5. -1022.]
 [   11.    11. -1026.]
 [   13.    27. -1022.]
 ...
 [  -21.     0. -1032.]
 [   33.    42. -1028.]
 [   23.   -29. -1038.]]"
M02_OP10_good_Aug_2019_M02_Aug_2019_OP10_011,M02,OP10,good,Aug_2019,M02_Aug_2019_OP10_011.h5,"[[ 1.900e+01 -1.000e+00 -1.032e+03]
 [ 1.100e+01  2.500e+01 -1.036e+03]
 [ 1.100e+01  7.000e+00 -1.030e+03]
 ...
 [ 1.900e+01  1.000e+00 -1.046e+03]
 [ 1.500e+01  1.300e+01 -1.044e+03]
 [ 9.000e+00  1.900e+01 -1.052e+03]]"
M02_OP10_good_Aug_2019_M02_Aug_2019_OP10_012,M02,OP10,good,Aug_2019,M02_Aug_2019_OP10_012.h5,"[[    3.    31. -1024.]
 [   17.    -5. -1032.]
 [    9.    29. -1028.]
 ...
 [  -27.     7. -1081.]
 [   72.    27. -1020.]
 [  269.     3. -1022.]]"
M02_OP10_good_Aug_2019_M02_Aug_2019_OP10_013,M02,OP10,good,Aug_2019,M02_Aug_2019_OP10_013.h5,"[[   13.    27. -1038.]
 [   21.    -3. -1036.]
 [   17.    21. -1048.]
 ...
 [   15.    -9. -1028.]
 [   13.    23. -1028.]
 [   11.    -3. -1028.]]"
M02_OP10_good_Aug_2019_M02_Aug_2019_OP10_014,M02,OP10,good,Aug_2019,M02_Aug_2019_OP10_014.h5,"[[ 9.000e+00 -1.000e+00 -1.028e+03]
 [-1.000e+00  2.300e+01 -1.050e+03]
 [ 1.900e+01  1.100e+01 -1.032e+03]
 ...
 [ 1.000e+00 -3.000e+00 -1.020e+03]
 [ 1.500e+01  9.000e+00 -1.038e+03]
 [ 7.000e+00  1.900e+01 -1.020e+03]]"
M02_OP10_good_Aug_2019_M02_Aug_2019_OP10_015,M02,OP10,good,Aug_2019,M02_Aug_2019_OP10_015.h5,"[[    5.    29. -1036.]
 [   13.    -9. -1030.]
 [    9.    27. -1036.]
 ...
 [    3.    19. -1040.]
 [    9.     9. -1032.]
 [   13.     5. -1040.]]"
M02_OP10_good_Aug_2019_M02_Aug_2019_OP10_016,M02,OP10,good,Aug_2019,M02_Aug_2019_OP10_016.h5,"[[   19.    -9. -1030.]
 [   13.    29. -1028.]
 [   21.    -9. -1022.]
 ...
 [   21.    23. -1038.]
 [    7.    13. -1030.]
 [    3.     0. -1054.]]"
M02_OP10_good_Aug_2019_M02_Aug_2019_OP10_017,M02,OP10,good,Aug_2019,M02_Aug_2019_OP10_017.h5,"[[ 3.000e+00  2.300e+01 -1.026e+03]
 [ 1.700e+01 -2.100e+01 -1.026e+03]
 [ 5.000e+00  2.500e+01 -1.044e+03]
 ...
 [ 2.100e+01  0.000e+00 -1.036e+03]
 [ 1.100e+01  2.500e+01 -1.038e+03]
 [ 1.100e+01  1.000e+00 -1.040e+03]]"
M02_OP10_good_Aug_2020_M02_Aug_2020_OP10_000,M02,OP10,good,Aug_2020,M02_Aug_2020_OP10_000.h5,"[[   15    13 -1046]
 [    7    27 -1018]
 [   17   -15 -1024]
 ...
 [    5    42 -1036]
 [   13   -21 -1024]
 [    0    39 -1050]]"
M02_OP10_good_Aug_2020_M02_Aug_2020_OP10_001,M02,OP10,good,Aug_2020,M02_Aug_2020_OP10_001.h5,"[[   11    35 -1030]
 [   13   -21 -1022]
 [   11    33 -1036]
 ...
 [   -5   -37 -1022]
 [    0     5 -1015]
 [   13    -9 -1007]]"
M02_OP10_good_Aug_2020_M02_Aug_2020_OP10_002,M02,OP10,good,Aug_2020,M02_Aug_2020_OP10_002.h5,"[[    9   -19 -1046]
 [   11    37 -1038]
 [   17    -3 -1024]
 ...
 [    3    25 -1038]
 [    5     5 -1016]
 [    9     1 -1038]]"
M02_OP10_good_Aug_2020_M02_Aug_2020_OP10_003,M02,OP10,good,Aug_2020,M02_Aug_2020_OP10_003.h5,"[[   -5    40 -1024]
 [    7   -37 -1015]
 [    5    29 -1048]
 ...
 [    3    27 -1026]
 [   19    -1 -1032]
 [   11    40 -1028]]"
M02_OP10_good_Aug_2021_M02_Aug_2021_OP10_000,M02,OP10,good,Aug_2021,M02_Aug_2021_OP10_000.h5,"[[   11    -9 -1048]
 [   -9    37 -1026]
 [   11   -21 -1038]
 ...
 [    3   -33 -1044]
 [    0    44 -1034]
 [    1    -9 -1038]]"
M02_OP10_good_Aug_2021_M02_Aug_2021_OP10_001,M02,OP10,good,Aug_2021,M02_Aug_2021_OP10_001.h5,"[[   13   -27 -1028]
 [  -13    52 -1016]
 [    5   -29 -1030]
 ...
 [   15    -7 -1048]
 [   -3    37 -1026]
 [    5   -29 -1040]]"
M02_OP10_good_Feb_2019_M02_Feb_2019_OP10_000,M02,OP10,good,Feb_2019,M02_Feb_2019_OP10_000.h5,"[[ 1.300e+01  2.300e+01 -1.050e+03]
 [ 1.300e+01 -1.500e+01 -1.052e+03]
 [ 1.900e+01  1.100e+01 -1.052e+03]
 ...
 [ 1.100e+01 -7.000e+00 -1.048e+03]
 [-1.000e+00  1.700e+01 -1.050e+03]
 [ 1.100e+01 -1.300e+01 -1.052e+03]]"
M02_OP10_good_Feb_2020_M02_Feb_2020_OP10_000,M02,OP10,good,Feb_2020,M02_Feb_2020_OP10_000.h5,"[[    5   -13 -1026]
 [    9    17 -1040]
 [   11    11 -1028]
 ...
 [   21    19 -1022]
 [   25     7 -1056]
 [  -21    31 -1020]]"
M02_OP10_good_Feb_2020_M02_Feb_2020_OP10_001,M02,OP10,good,Feb_2020,M02_Feb_2020_OP10_001.h5,"[[    9    11 -1032]
 [    3    27 -1034]
 [   13    -7 -1032]
 ...
 [    9     3 -1030]
 [    9    19 -1030]
 [   15   -11 -1022]]"
M02_OP10_good_Feb_2020_M02_Feb_2020_OP10_002,M02,OP10,good,Feb_2020,M02_Feb_2020_OP10_002.h5,"[[   17    19 -1038]
 [   19     5 -1026]
 [   19     9 -1034]
 ...
 [   15    15 -1054]
 [    9    15 -1034]
 [   11     3 -1034]]"
M02_OP10_good_Feb_2020_M02_Feb_2020_OP10_003,M02,OP10,good,Feb_2020,M02_Feb_2020_OP10_003.h5,"[[   15    25 -1040]
 [    7     7 -1032]
 [   19     5 -1034]
 ...
 [   21    -9 -1028]
 [   19    19 -1036]
 [    9     9 -1022]]"
M02_OP10_good_Feb_2020_M02_Feb_2020_OP10_004,M02,OP10,good,Feb_2020,M02_Feb_2020_OP10_004.h5,"[[   17     1 -1020]
 [   13    27 -1028]
 [    5    13 -1026]
 ...
 [    3     0 -1018]
 [   -9     3 -1030]
 [   -3    72 -1044]]"
M02_OP10_good_Feb_2020_M02_Feb_2020_OP10_005,M02,OP10,good,Feb_2020,M02_Feb_2020_OP10_005.h5,"[[   11    -3 -1032]
 [    7    33 -1028]
 [    9    -1 -1030]
 ...
 [    1    11 -1018]
 [    5    -3 -1028]
 [   -5    35 -1030]]"
M02_OP10_good_Feb_2021_M02_Feb_2021_OP10_000,M02,OP10,good,Feb_2021,M02_Feb_2021_OP10_000.h5,"[[  -11   -19 -1042]
 [   -1    17 -1040]
 [    9    11 -1026]
 ...
 [    1     9 -1032]
 [    9    15 -1028]
 [    3    -7 -1046]]"
M02_OP10_good_Feb_2021_M02_Feb_2021_OP10_001,M02,OP10,good,Feb_2021,M02_Feb_2021_OP10_001.h5,"[[    9    25 -1016]
 [   25   -27 -1036]
 [   21    23 -1036]
 ...
 [   17    39 -1028]
 [   -7     1 -1032]
 [   -7     1 -1050]]"
M02_OP10_good_Feb_2021_M02_Feb_2021_OP10_002,M02,OP10,good,Feb_2021,M02_Feb_2021_OP10_002.h5,"[[    0    37 -1036]
 [   -1     5 -1018]
 [    5    -3 -1034]
 ...
 [    0     5 -1016]
 [   13     0 -1044]
 [    0    44 -1016]]"
M02_OP10_good_Feb_2021_M02_Feb_2021_OP10_003,M02,OP10,good,Feb_2021,M02_Feb_2021_OP10_003.h5,"[[   -7   -11 -1024]
 [   -1     9 -1038]
 [  -13    37 -1011]
 ...
 [    0    39 -1036]
 [    1    -9 -1028]
 [   13    13 -1040]]"
M02_OP10_good_Feb_2021_M02_Feb_2021_OP10_004,M02,OP10,good,Feb_2021,M02_Feb_2021_OP10_004.h5,"[[   23     0 -1024]
 [   13    21 -1052]
 [   13    19 -1026]
 ...
 [   19   -15 -1034]
 [    3    35 -1028]
 [   11   -35 -1034]]"
M02_OP10_good_Feb_2021_M02_Feb_2021_OP10_005,M02,OP10,good,Feb_2021,M02_Feb_2021_OP10_005.h5,"[[   -3    25 -1026]
 [   19     0 -1032]
 [    7    29 -1022]
 ...
 [    7     5 -1032]
 [    0     9 -1018]
 [   13    -5 -1044]]"
M02_OP10_good_Feb_2021_M02_Feb_2021_OP10_006,M02,OP10,good,Feb_2021,M02_Feb_2021_OP10_006.h5,"[[  -19    11 -1024]
 [    1   -15 -1036]
 [    5    37 -1022]
 ...
 [    1   -11 -1024]
 [    3     1 -1038]
 [   -3    19 -1028]]"
M02_OP10_good_Feb_2021_M02_Feb_2021_OP10_007,M02,OP10,good,Feb_2021,M02_Feb_2021_OP10_007.h5,"[[    5    29 -1020]
 [   19   -17 -1040]
 [  -11    29 -1022]
 ...
 [    5     9 -1028]
 [    5    13 -1016]
 [   31   -21 -1032]]"
M02_OP10_good_Feb_2021_M02_Feb_2021_OP10_008,M02,OP10,good,Feb_2021,M02_Feb_2021_OP10_008.h5,"[[    3    23 -1032]
 [    7   -11 -1026]
 [    3    13 -1044]
 ...
 [   17     5 -1044]
 [   -1    13 -1015]
 [   21   -19 -1044]]"
M02_OP10_good_Feb_2021_M02_Feb_2021_OP10_009,M02,OP10,good,Feb_2021,M02_Feb_2021_OP10_009.h5,"[[   21   -13 -1046]
 [   -1    44 -1032]
 [   -1   -13 -1036]
 ...
 [   29    11 -1054]
 [   -3    27 -1024]
 [    9    -9 -1048]]"
M02_OP10_good_Feb_2021_M02_Feb_2021_OP10_010,M02,OP10,good,Feb_2021,M02_Feb_2021_OP10_010.h5,"[[    5     7 -1030]
 [  -11    25 -1020]
 [   17     5 -1048]
 ...
 [    3   -13 -1036]
 [   15    21 -1024]
 [   -5   -13 -1048]]"
M02_OP10_good_Feb_2021_M02_Feb_2021_OP10_011,M02,OP10,good,Feb_2021,M02_Feb_2021_OP10_011.h5,"[[    1    17 -1016]
 [    7    -5 -1048]
 [   -9    40 -1018]
 ...
 [   93    27 -1020]
 [   54     3 -1042]
 [  -52    15 -1036]]"
M02_OP10_good_Feb_2021_M02_Feb_2021_OP10_012,M02,OP10,good,Feb_2021,M02_Feb_2021_OP10_012.h5,"[[   29   -19 -1032]
 [    3    37 -1032]
 [   11   -13 -1040]
 ...
 [    9    27 -1016]
 [   25   -23 -1057]
 [  -13    31 -1024]]"
M02_OP11_bad_Feb_2019_M02_Feb_2019_OP11_000,M02,OP11,bad,Feb_2019,M02_Feb_2019_OP11_000.h5,"[[   95.    19. -1050.]
 [ -121.   -70. -1063.]
 [   68.   122. -1028.]
 ...
 [   23.  -138. -1075.]
 [  -31.  -148. -1079.]
 [   17.    39. -1063.]]"
M02_OP11_bad_Feb_2019_M02_Feb_2019_OP11_001,M02,OP11,bad,Feb_2019,M02_Feb_2019_OP11_001.h5,"[[   66.     3. -1016.]
 [   46.    35. -1059.]
 [   76.    60. -1013.]
 ...
 [   21.   204.  -981.]
 [    9.    35. -1054.]
 [   -7.    -3. -1093.]]"
M02_OP11_good_Aug_2019_M02_Aug_2019_OP11_000,M02,OP11,good,Aug_2019,M02_Aug_2019_OP11_000.h5,"[[    7.    13. -1022.]
 [   21.   -23. -1036.]
 [    5.    35. -1038.]
 ...
 [   11.    31. -1040.]
 [   11.    -5. -1020.]
 [   17.     9. -1044.]]"
M02_OP11_good_Aug_2019_M02_Aug_2019_OP11_001,M02,OP11,good,Aug_2019,M02_Aug_2019_OP11_001.h5,"[[   13.   -15. -1030.]
 [   15.    29. -1036.]
 [   13.    17. -1026.]
 ...
 [    3.    25. -1020.]
 [   17.   -13. -1036.]
 [   -9.    44. -1044.]]"
M02_OP11_good_Aug_2019_M02_Aug_2019_OP11_002,M02,OP11,good,Aug_2019,M02_Aug_2019_OP11_002.h5,"[[ 9.000e+00  3.100e+01 -1.038e+03]
 [ 9.000e+00  1.000e+00 -1.024e+03]
 [ 1.100e+01  1.100e+01 -1.040e+03]
 ...
 [ 1.100e+01 -7.000e+00 -1.030e+03]
 [ 1.100e+01  2.300e+01 -1.038e+03]
 [ 7.000e+00  7.000e+00 -1.028e+03]]"
M02_OP11_good_Aug_2019_M02_Aug_2019_OP11_003,M02,OP11,good,Aug_2019,M02_Aug_2019_OP11_003.h5,"[[ 1.700e+01  5.000e+00 -1.034e+03]
 [-1.000e+00  2.300e+01 -1.030e+03]
 [ 1.300e+01 -1.900e+01 -1.042e+03]
 ...
 [ 1.300e+01  3.000e+00 -1.038e+03]
 [ 0.000e+00  2.500e+01 -1.026e+03]
 [ 1.500e+01 -3.000e+00 -1.022e+03]]"
M02_OP11_good_Aug_2019_M02_Aug_2019_OP11_004,M02,OP11,good,Aug_2019,M02_Aug_2019_OP11_004.h5,"[[ 1.100e+01 -5.000e+00 -1.026e+03]
 [ 1.900e+01  9.000e+00 -1.038e+03]
 [ 9.000e+00  2.300e+01 -1.026e+03]
 ...
 [ 1.500e+01  1.000e+00 -1.030e+03]
 [ 1.300e+01  1.300e+01 -1.044e+03]
 [ 5.000e+00  2.100e+01 -1.030e+03]]"
M02_OP11_good_Aug_2019_M02_Aug_2019_OP11_005,M02,OP11,good,Aug_2019,M02_Aug_2019_OP11_005.h5,"[[ 3.000e+00  4.000e+01 -1.032e+03]
 [ 1.300e+01 -1.000e+00 -1.046e+03]
 [ 1.300e+01  3.700e+01 -1.048e+03]
 ...
 [ 1.900e+01  5.000e+00 -1.040e+03]
 [ 9.000e+00  1.500e+01 -1.020e+03]
 [ 1.500e+01 -3.000e+00 -1.036e+03]]"
M02_OP11_good_Aug_2019_M02_Aug_2019_OP11_006,M02,OP11,good,Aug_2019,M02_Aug_2019_OP11_006.h5,"[[-3.000e+00  4.200e+01 -1.036e+03]
 [ 1.300e+01 -1.500e+01 -1.016e+03]
 [ 1.000e+00  4.200e+01 -1.028e+03]
 ...
 [ 5.000e+00  3.700e+01 -1.034e+03]
 [ 3.000e+00  3.000e+00 -1.020e+03]
 [ 5.000e+00  1.500e+01 -1.040e+03]]"
M02_OP11_good_Aug_2019_M02_Aug_2019_OP11_007,M02,OP11,good,Aug_2019,M02_Aug_2019_OP11_007.h5,"[[   17.    23. -1044.]
 [    5.     0. -1028.]
 [   15.     3. -1036.]
 ...
 [   11.    21. -1036.]
 [   15.    13. -1026.]
 [   19.     0. -1038.]]"
M02_OP11_good_Aug_2019_M02_Aug_2019_OP11_008,M02,OP11,good,Aug_2019,M02_Aug_2019_OP11_008.h5,"[[ 1.700e+01 -3.000e+00 -1.040e+03]
 [ 1.900e+01  2.300e+01 -1.057e+03]
 [ 1.900e+01  3.000e+00 -1.030e+03]
 ...
 [ 1.900e+01 -1.000e+00 -1.048e+03]
 [ 9.000e+00  3.100e+01 -1.034e+03]
 [ 1.100e+01 -3.300e+01 -1.028e+03]]"
M02_OP11_good_Aug_2019_M02_Aug_2019_OP11_009,M02,OP11,good,Aug_2019,M02_Aug_2019_OP11_009.h5,"[[ 1.900e+01 -1.100e+01 -1.028e+03]
 [ 1.000e+00  2.900e+01 -1.034e+03]
 [ 9.000e+00 -1.700e+01 -1.024e+03]
 ...
 [ 1.500e+01  6.600e+01 -1.001e+03]
 [ 2.300e+01  1.100e+01 -1.005e+03]
 [-3.300e+01  2.700e+01 -1.032e+03]]"
M02_OP11_good_Aug_2019_M02_Aug_2019_OP11_010,M02,OP11,good,Aug_2019,M02_Aug_2019_OP11_010.h5,"[[    9.     7. -1048.]
 [    7.    19. -1028.]
 [   17.     0. -1034.]
 ...
 [    0.    31. -1034.]
 [    7.   -13. -1024.]
 [   15.    39. -1028.]]"
M02_OP11_good_Aug_2019_M02_Aug_2019_OP11_011,M02,OP11,good,Aug_2019,M02_Aug_2019_OP11_011.h5,"[[   21.   -17. -1038.]
 [   13.    37. -1036.]
 [   11.   -17. -1022.]
 ...
 [    5.    19. -1028.]
 [   13.   -11. -1032.]
 [    0.    29. -1040.]]"
M02_OP11_good_Aug_2019_M02_Aug_2019_OP11_012,M02,OP11,good,Aug_2019,M02_Aug_2019_OP11_012.h5,"[[    7.    39. -1028.]
 [    7.   -25. -1015.]
 [   13.    19. -1046.]
 ...
 [    3.    19. -1032.]
 [   11.    -5. -1034.]
 [    0.    21. -1030.]]"
M02_OP11_good_Aug_2019_M02_Aug_2019_OP11_013,M02,OP11,good,Aug_2019,M02_Aug_2019_OP11_013.h5,"[[ 2.300e+01 -9.000e+00 -1.040e+03]
 [ 1.300e+01  3.700e+01 -1.038e+03]
 [ 2.100e+01 -3.000e+00 -1.038e+03]
 ...
 [ 2.500e+01 -1.900e+01 -1.040e+03]
 [-1.000e+00  3.700e+01 -1.032e+03]
 [ 1.100e+01 -5.400e+01 -1.013e+03]]"
M02_OP11_good_Aug_2019_M02_Aug_2019_OP11_014,M02,OP11,good,Aug_2019,M02_Aug_2019_OP11_014.h5,"[[ 1.500e+01  0.000e+00 -1.046e+03]
 [ 1.000e+00  3.500e+01 -1.036e+03]
 [ 2.100e+01 -1.900e+01 -1.050e+03]
 ...
 [-5.000e+00  4.200e+01 -1.030e+03]
 [ 1.000e+00 -2.500e+01 -1.016e+03]
 [ 1.100e+01  4.200e+01 -1.034e+03]]"
M02_OP11_good_Aug_2019_M02_Aug_2019_OP11_015,M02,OP11,good,Aug_2019,M02_Aug_2019_OP11_015.h5,"[[   17.     0. -1020.]
 [   11.    13. -1022.]
 [   11.   -11. -1026.]
 ...
 [   11.     3. -1028.]
 [   17.    19. -1044.]
 [    9.    23. -1028.]]"
M02_OP11_good_Aug_2019_M02_Aug_2019_OP11_016,M02,OP11,good,Aug_2019,M02_Aug_2019_OP11_016.h5,"[[ 1.100e+01  9.000e+00 -1.052e+03]
 [ 7.000e+00  1.900e+01 -1.034e+03]
 [ 1.900e+01  1.000e+00 -1.040e+03]
 ...
 [ 1.100e+01  2.700e+01 -1.034e+03]
 [ 7.000e+00  1.000e+00 -1.032e+03]
 [ 1.100e+01  1.900e+01 -1.028e+03]]"
M02_OP11_good_Aug_2019_M02_Aug_2019_OP11_017,M02,OP11,good,Aug_2019,M02_Aug_2019_OP11_017.h5,"[[ 7.000e+00  3.900e+01 -1.044e+03]
 [ 1.100e+01 -1.300e+01 -1.038e+03]
 [ 9.000e+00  2.900e+01 -1.052e+03]
 ...
 [ 0.000e+00  3.300e+01 -1.018e+03]
 [ 1.100e+01 -1.300e+01 -1.032e+03]
 [ 1.000e+00  2.500e+01 -1.048e+03]]"
M02_OP11_good_Aug_2020_M02_Aug_2020_OP11_000,M02,OP11,good,Aug_2020,M02_Aug_2020_OP11_000.h5,"[[   17    44 -1020]
 [    7    95 -1024]
 [   11    66 -1013]
 ...
 [    9   -13 -1015]
 [   17    23 -1044]
 [    9    19 -1024]]"
M02_OP11_good_Aug_2020_M02_Aug_2020_OP11_001,M02,OP11,good,Aug_2020,M02_Aug_2020_OP11_001.h5,"[[    0    11 -1052]
 [   -9    23 -1030]
 [    7    -3 -1036]
 ...
 [   13    33 -1028]
 [   13   -15 -1026]
 [   11    31 -1042]]"
M02_OP11_good_Aug_2020_M02_Aug_2020_OP11_002,M02,OP11,good,Aug_2020,M02_Aug_2020_OP11_002.h5,"[[    9    13 -1048]
 [    3    25 -1024]
 [   11   -25 -1040]
 ...
 [   13    23 -1056]
 [    0   -11 -1030]
 [    1    -9 -1036]]"
M02_OP11_good_Aug_2020_M02_Aug_2020_OP11_003,M02,OP11,good,Aug_2020,M02_Aug_2020_OP11_003.h5,"[[    7     5 -1024]
 [   15    -7 -1036]
 [    5    35 -1036]
 ...
 [   11    11 -1040]
 [    9    29 -1030]
 [    9    -7 -1040]]"
M02_OP11_good_Aug_2021_M02_Aug_2021_OP11_000,M02,OP11,good,Aug_2021,M02_Aug_2021_OP11_000.h5,"[[  -15    29 -1044]
 [  -13    11 -1016]
 [   11   -13 -1050]
 ...
 [    1   -27 -1028]
 [   15     3 -1038]
 [    0    17 -1022]]"
M02_OP11_good_Aug_2021_M02_Aug_2021_OP11_001,M02,OP11,good,Aug_2021,M02_Aug_2021_OP11_001.h5,"[[  491   -37 -1028]
 [  573    15 -1073]
 [  507    -5 -1054]
 ...
 [   11     5 -1022]
 [   -7   -15 -1032]
 [    0    -7 -1038]]"
M02_OP11_good_Feb_2019_M02_Feb_2019_OP11_000,M02,OP11,good,Feb_2019,M02_Feb_2019_OP11_000.h5,"[[ 0.000e+00 -3.000e+00 -1.048e+03]
 [-1.000e+00  1.900e+01 -1.044e+03]
 [ 9.000e+00  1.000e+00 -1.036e+03]
 ...
 [ 7.000e+00  0.000e+00 -1.054e+03]
 [ 1.900e+01 -5.000e+00 -1.059e+03]
 [ 1.100e+01  2.300e+01 -1.048e+03]]"
M02_OP11_good_Feb_2020_M02_Feb_2020_OP11_000,M02,OP11,good,Feb_2020,M02_Feb_2020_OP11_000.h5,"[[   15    39 -1042]
 [   13    -9 -1015]
 [   19    29 -1040]
 ...
 [   13    -9 -1032]
 [    9    31 -1038]
 [    9     5 -1022]]"
M02_OP11_good_Feb_2020_M02_Feb_2020_OP11_001,M02,OP11,good,Feb_2020,M02_Feb_2020_OP11_001.h5,"[[    9   -13 -1018]
 [   15    13 -1040]
 [   13    21 -1026]
 ...
 [   13   -19 -1018]
 [   15    46 -1036]
 [   17    27 -1011]]"
M02_OP11_good_Feb_2020_M02_Feb_2020_OP11_002,M02,OP11,good,Feb_2020,M02_Feb_2020_OP11_002.h5,"[[   11    42 -1028]
 [   21    -7 -1038]
 [    7    33 -1046]
 ...
 [   15    13 -1044]
 [   13     9 -1028]
 [   19     9 -1036]]"
M02_OP11_good_Feb_2020_M02_Feb_2020_OP11_003,M02,OP11,good,Feb_2020,M02_Feb_2020_OP11_003.h5,"[[   15    27 -1040]
 [   13   -13 -1028]
 [    1    31 -1032]
 ...
 [   19    21 -1036]
 [   15    19 -1018]
 [   17    17 -1024]]"
M02_OP11_good_Feb_2020_M02_Feb_2020_OP11_004,M02,OP11,good,Feb_2020,M02_Feb_2020_OP11_004.h5,"[[   13     3 -1038]
 [    9    23 -1034]
 [    7   -17 -1028]
 ...
 [   13    15 -1034]
 [   11     1 -1030]
 [   21     7 -1038]]"
M02_OP11_good_Feb_2020_M02_Feb_2020_OP11_005,M02,OP11,good,Feb_2020,M02_Feb_2020_OP11_005.h5,"[[   13   -15 -1024]
 [    9    35 -1030]
 [    3    -3 -1015]
 ...
 [   17    33 -1038]
 [   19   -11 -1022]
 [   19    19 -1040]]"
M02_OP12_bad_Feb_2019_M02_Feb_2019_OP12_000,M02,OP12,bad,Feb_2019,M02_Feb_2019_OP12_000.h5,"[[   83.  -109. -1136.]
 [  -60.    15. -1132.]
 [   -7.   -17.  -993.]
 ...
 [  -23.   -15. -1061.]
 [  -15.    -9. -1097.]
 [  -15.   156. -1083.]]"
M02_OP12_bad_Feb_2019_M02_Feb_2019_OP12_001,M02,OP12,bad,Feb_2019,M02_Feb_2019_OP12_001.h5,"[[   21.    95.  -960.]
 [  -87.    35. -1153.]
 [  105.   -11. -1028.]
 ...
 [  -70.    81. -1093.]
 [   50.    93. -1065.]
 [   93.   -17. -1028.]]"
M02_OP12_good_Aug_2019_M02_Aug_2019_OP12_000,M02,OP12,good,Aug_2019,M02_Aug_2019_OP12_000.h5,"[[   11.    13. -1044.]
 [    3.     9. -1022.]
 [   17.   -13. -1040.]
 ...
 [   11.    -7. -1030.]
 [   13.    17. -1052.]
 [    3.    21. -1032.]]"
M02_OP12_good_Aug_2019_M02_Aug_2019_OP12_001,M02,OP12,good,Aug_2019,M02_Aug_2019_OP12_001.h5,"[[   15.    -5. -1034.]
 [    3.    27. -1032.]
 [    9.    -3. -1032.]
 ...
 [   15.     9. -1042.]
 [    7.    21. -1024.]
 [   17.    -5. -1018.]]"
M02_OP12_good_Aug_2019_M02_Aug_2019_OP12_002,M02,OP12,good,Aug_2019,M02_Aug_2019_OP12_002.h5,"[[ 9.000e+00 -2.900e+01 -1.028e+03]
 [ 7.000e+00  2.700e+01 -1.028e+03]
 [ 7.000e+00 -3.000e+00 -1.020e+03]
 ...
 [ 1.900e+01  7.000e+00 -1.024e+03]
 [ 1.300e+01  2.700e+01 -1.036e+03]
 [-1.000e+00 -1.700e+01 -1.036e+03]]"
M02_OP12_good_Aug_2019_M02_Aug_2019_OP12_003,M02,OP12,good,Aug_2019,M02_Aug_2019_OP12_003.h5,"[[    9.    42. -1034.]
 [   15.   -25. -1028.]
 [   15.    23. -1034.]
 ...
 [   25.    -9. -1038.]
 [   46.    37. -1036.]
 [   19.   -17. -1040.]]"
M02_OP12_good_Aug_2019_M02_Aug_2019_OP12_004,M02,OP12,good,Aug_2019,M02_Aug_2019_OP12_004.h5,"[[   15.    25. -1030.]
 [    5.     9. -1026.]
 [   15.     5. -1034.]
 ...
 [    9.    13. -1034.]
 [    7.     0. -1030.]
 [   11.    31. -1028.]]"
M02_OP12_good_Aug_2019_M02_Aug_2019_OP12_005,M02,OP12,good,Aug_2019,M02_Aug_2019_OP12_005.h5,"[[ 0.000e+00  1.500e+01 -1.018e+03]
 [ 5.000e+00  1.000e+00 -1.040e+03]
 [-7.000e+00  2.300e+01 -1.034e+03]
 ...
 [ 1.900e+01  9.000e+00 -1.034e+03]
 [ 1.700e+01  2.700e+01 -1.015e+03]
 [ 1.700e+01 -1.000e+00 -1.030e+03]]"
M02_OP12_good_Aug_2019_M02_Aug_2019_OP12_006,M02,OP12,good,Aug_2019,M02_Aug_2019_OP12_006.h5,"[[   19.   -23. -1026.]
 [   11.    27. -1040.]
 [   15.     0. -1028.]
 ...
 [   11.    15. -1048.]
 [    0.    29. -1032.]
 [   11.   -13. -1036.]]"
